,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,Hour,Time
840,2013,2,19,1751,1730,21,2019,2003,16,FL,623,N981AT,LGA,ATL,126,762,17,30,2/19/13 17:00,17,E
841,2013,2,19,1807,1759,8,2030,2042,-12,DL,1047,N557NW,LGA,ATL,118,762,17,59,2/19/13 17:00,17,E
886,2013,2,20,1659,1700,-1,1922,1935,-13,DL,2042,N305DQ,EWR,ATL,118,746,17,0,2/20/13 17:00,17,E
887,2013,2,20,1704,1700,4,1952,1943,9,DL,1499,N6712B,LGA,ATL,115,762,17,0,2/20/13 17:00,17,E
888,2013,2,20,1731,1730,1,2018,2003,15,FL,623,N978AT,LGA,ATL,120,762,17,30,2/20/13 17:00,17,E
890,2013,2,20,1852,1759,53,2134,2042,52,DL,1047,N642DL,LGA,ATL,118,762,17,59,2/20/13 17:00,17,E
935,2013,2,21,1654,1700,-6,1909,1935,-26,DL,2042,N307DQ,EWR,ATL,115,746,17,0,2/21/13 17:00,17,E
936,2013,2,21,1704,1700,4,1932,1943,-11,DL,1499,N614DL,LGA,ATL,114,762,17,0,2/21/13 17:00,17,E
937,2013,2,21,1738,1730,8,2016,2003,13,FL,623,N979AT,LGA,ATL,120,762,17,30,2/21/13 17:00,17,E
938,2013,2,21,1756,1759,-3,2043,2042,1,DL,1047,N635DL,LGA,ATL,115,762,17,59,2/21/13 17:00,17,E
984,2013,2,22,1654,1700,-6,2004,1943,21,DL,1499,N623DL,LGA,ATL,135,762,17,0,2/22/13 17:00,17,E
985,2013,2,22,1658,1700,-2,1938,1935,3,DL,2042,N309DE,EWR,ATL,127,746,17,0,2/22/13 17:00,17,E
986,2013,2,22,1756,1759,-3,2054,2042,12,DL,1047,N663DN,LGA,ATL,137,762,17,59,2/22/13 17:00,17,E
987,2013,2,22,1756,1730,26,2053,2003,50,FL,623,N980AT,LGA,ATL,135,762,17,30,2/22/13 17:00,17,E
1020,2013,2,23,1709,1700,9,1949,1943,6,DL,1499,N376NW,LGA,ATL,127,762,17,0,2/23/13 17:00,17,E
1022,2013,2,23,1729,1730,-1,2014,2003,11,FL,623,N910AT,LGA,ATL,142,762,17,30,2/23/13 17:00,17,E
1025,2013,2,23,1931,1700,151,2201,1933,148,DL,2042,N368NB,EWR,ATL,134,746,17,0,2/23/13 17:00,17,E
1061,2013,2,24,1656,1700,-4,1931,1943,-12,DL,1499,N659DL,LGA,ATL,113,762,17,0,2/24/13 17:00,17,E
1062,2013,2,24,1657,1700,-3,1925,1935,-10,DL,2042,N308DE,EWR,ATL,112,746,17,0,2/24/13 17:00,17,E
1063,2013,2,24,1731,1730,1,1954,2003,-9,FL,623,N915AT,LGA,ATL,115,762,17,30,2/24/13 17:00,17,E
1064,2013,2,24,1755,1759,-4,2058,2042,16,DL,1047,N635DL,LGA,ATL,117,762,17,59,2/24/13 17:00,17,E
1111,2013,2,25,1651,1700,-9,1919,1935,-16,DL,2042,N306DQ,EWR,ATL,119,746,17,0,2/25/13 17:00,17,E
1112,2013,2,25,1653,1700,-7,1950,1943,7,DL,1499,N687DL,LGA,ATL,137,762,17,0,2/25/13 17:00,17,E
1113,2013,2,25,1732,1730,2,2006,2003,3,FL,623,N983AT,LGA,ATL,127,762,17,30,2/25/13 17:00,17,E
1114,2013,2,25,1754,1759,-5,2034,2042,-8,DL,1047,N900PC,LGA,ATL,130,762,17,59,2/25/13 17:00,17,E
1160,2013,2,26,1700,1700,0,1947,1943,4,DL,1499,N687DL,LGA,ATL,137,762,17,0,2/26/13 17:00,17,E
1161,2013,2,26,1728,1704,24,1958,1939,19,DL,2042,N325US,EWR,ATL,116,746,17,4,2/26/13 17:00,17,E
1163,2013,2,26,1831,1759,32,2104,2042,22,DL,1047,N697DL,LGA,ATL,120,762,17,59,2/26/13 17:00,17,E
1167,2013,2,26,1945,1730,135,2214,2003,131,FL,623,N967AT,LGA,ATL,121,762,17,30,2/26/13 17:00,17,E
1207,2013,2,27,1709,1700,9,1937,1943,-6,DL,1499,N623DL,LGA,ATL,120,762,17,0,2/27/13 17:00,17,E
1208,2013,2,27,1729,1700,29,1949,1935,14,DL,2042,N307DQ,EWR,ATL,119,746,17,0,2/27/13 17:00,17,E
1209,2013,2,27,1805,1730,35,2032,2003,29,FL,623,N899AT,LGA,ATL,125,762,17,30,2/27/13 17:00,17,E
1211,2013,2,27,1847,1759,48,2111,2042,29,DL,1047,N627DL,LGA,ATL,118,762,17,59,2/27/13 17:00,17,E
1257,2013,2,28,1657,1700,-3,1915,1935,-20,DL,2042,N309DE,EWR,ATL,111,746,17,0,2/28/13 17:00,17,E
1258,2013,2,28,1722,1700,22,1953,1943,10,DL,1499,N6715C,LGA,ATL,116,762,17,0,2/28/13 17:00,17,E
1259,2013,2,28,1723,1730,-7,1946,2003,-17,FL,623,N956AT,LGA,ATL,115,762,17,30,2/28/13 17:00,17,E
1260,2013,2,28,1759,1759,0,2047,2042,5,DL,1047,N627DL,LGA,ATL,118,762,17,59,2/28/13 17:00,17,E
43,2013,2,1,1753,1800,-7,2028,2043,-15,DL,1047,N686DA,LGA,ATL,113,762,18,0,2/1/13 18:00,18,E
44,2013,2,1,1850,1815,35,2106,2050,16,DL,926,N303DQ,EWR,ATL,109,746,18,15,2/1/13 18:00,18,E
45,2013,2,1,1853,1855,-2,2139,2142,-3,DL,951,N175DN,JFK,ATL,118,760,18,55,2/1/13 18:00,18,E
81,2013,2,2,1851,1855,-4,2104,2141,-37,DL,951,N16065,JFK,ATL,111,760,18,55,2/2/13 18:00,18,E
117,2013,2,3,1755,1800,-5,2016,2043,-27,DL,1047,N637DL,LGA,ATL,113,762,18,0,2/3/13 18:00,18,E
118,2013,2,3,1849,1855,-6,2118,2142,-24,DL,951,N1612T,JFK,ATL,109,760,18,55,2/3/13 18:00,18,E
167,2013,2,4,1756,1800,-4,2056,2043,13,DL,1047,N668DN,LGA,ATL,120,762,18,0,2/4/13 18:00,18,E
168,2013,2,4,1819,1815,4,2051,2050,1,DL,926,N310DE,EWR,ATL,118,746,18,15,2/4/13 18:00,18,E
169,2013,2,4,1853,1855,-2,2136,2142,-6,DL,951,N1609,JFK,ATL,118,760,18,55,2/4/13 18:00,18,E
212,2013,2,5,1755,1800,-5,2039,2043,-4,DL,1047,N668DN,LGA,ATL,114,762,18,0,2/5/13 18:00,18,E
214,2013,2,5,1837,1815,22,2118,2050,28,DL,926,N303DQ,EWR,ATL,110,746,18,15,2/5/13 18:00,18,E
215,2013,2,5,1851,1855,-4,2108,2142,-34,DL,951,N177DZ,JFK,ATL,115,760,18,55,2/5/13 18:00,18,E
261,2013,2,6,1804,1800,4,2059,2043,16,DL,1047,N623DL,LGA,ATL,112,762,18,0,2/6/13 18:00,18,E
262,2013,2,6,1808,1815,-7,2027,2050,-23,DL,926,N306DQ,EWR,ATL,108,746,18,15,2/6/13 18:00,18,E
264,2013,2,6,1854,1855,-1,2134,2142,-8,DL,951,N3772H,JFK,ATL,112,760,18,55,2/6/13 18:00,18,E
308,2013,2,7,1802,1800,2,2056,2043,13,DL,1047,N555NW,LGA,ATL,126,762,18,0,2/7/13 18:00,18,E
309,2013,2,7,1809,1815,-6,2050,2050,0,DL,926,N308DE,EWR,ATL,126,746,18,15,2/7/13 18:00,18,E
312,2013,2,7,1857,1855,2,2128,2142,-14,DL,951,N175DZ,JFK,ATL,122,760,18,55,2/7/13 18:00,18,E
346,2013,2,8,NA,1815,NA,NA,2050,NA,DL,926,N307DQ,EWR,ATL,NA,746,18,15,2/8/13 18:00,18,E
349,2013,2,8,NA,1855,NA,NA,2142,NA,DL,951,N193DN,JFK,ATL,NA,760,18,55,2/8/13 18:00,18,E
353,2013,2,8,NA,1800,NA,NA,2043,NA,DL,1047,N675DL,LGA,ATL,NA,762,18,0,2/8/13 18:00,18,E
377,2013,2,9,1939,1855,44,2225,2141,44,DL,951,N187DN,JFK,ATL,125,760,18,55,2/9/13 18:00,18,E
430,2013,2,10,1800,1800,0,2039,2043,-4,DL,1047,N678DL,LGA,ATL,126,762,18,0,2/10/13 18:00,18,E
433,2013,2,10,1824,1815,9,2207,2050,77,DL,926,N301DQ,EWR,ATL,117,746,18,15,2/10/13 18:00,18,E
435,2013,2,10,1858,1855,3,2215,2142,33,DL,951,N1609,JFK,ATL,135,760,18,55,2/10/13 18:00,18,E
480,2013,2,11,1839,1800,39,2113,2043,30,DL,1047,N678DL,LGA,ATL,130,762,18,0,2/11/13 18:00,18,E
482,2013,2,11,1901,1855,6,2131,2142,-11,DL,951,N174DZ,JFK,ATL,122,760,18,55,2/11/13 18:00,18,E
484,2013,2,11,1953,1815,98,2216,2050,86,DL,926,N301DQ,EWR,ATL,121,746,18,15,2/11/13 18:00,18,E
529,2013,2,12,1754,1800,-6,2035,2043,-8,DL,1047,N616DL,LGA,ATL,136,762,18,0,2/12/13 18:00,18,E
530,2013,2,12,1809,1815,-6,2100,2050,10,DL,926,N301DQ,EWR,ATL,136,746,18,15,2/12/13 18:00,18,E
531,2013,2,12,1853,1855,-2,2132,2142,-10,DL,951,N183DN,JFK,ATL,135,760,18,55,2/12/13 18:00,18,E
575,2013,2,13,1803,1800,3,2039,2043,-4,DL,1047,N617DL,LGA,ATL,133,762,18,0,2/13/13 18:00,18,E
576,2013,2,13,1818,1815,3,2056,2050,6,DL,926,N308DE,EWR,ATL,124,746,18,15,2/13/13 18:00,18,E
578,2013,2,13,1853,1855,-2,2126,2142,-16,DL,951,N193DN,JFK,ATL,127,760,18,55,2/13/13 18:00,18,E
624,2013,2,14,1758,1800,-2,2041,2043,-2,DL,1047,N655DL,LGA,ATL,124,762,18,0,2/14/13 18:00,18,E
625,2013,2,14,1814,1815,-1,2056,2050,6,DL,926,N308DE,EWR,ATL,122,746,18,15,2/14/13 18:00,18,E
627,2013,2,14,1855,1855,0,2126,2142,-16,DL,951,N177DZ,JFK,ATL,125,760,18,55,2/14/13 18:00,18,E
673,2013,2,15,1815,1815,0,2054,2050,4,DL,926,N308DE,EWR,ATL,122,746,18,15,2/15/13 18:00,18,E
675,2013,2,15,1902,1859,3,2139,2145,-6,DL,947,N668DN,LGA,ATL,129,762,18,59,2/15/13 18:00,18,E
676,2013,2,15,1904,1855,9,2134,2142,-8,DL,951,N173DZ,JFK,ATL,121,760,18,55,2/15/13 18:00,18,E
711,2013,2,16,1850,1855,-5,2108,2141,-33,DL,951,N181DN,JFK,ATL,109,760,18,55,2/16/13 18:00,18,E
713,2013,2,16,1856,1859,-3,2105,2145,-40,DL,947,N908DE,LGA,ATL,112,762,18,59,2/16/13 18:00,18,E
747,2013,2,17,1811,1815,-4,2100,2050,10,DL,926,N304DQ,EWR,ATL,99,746,18,15,2/17/13 18:00,18,E
748,2013,2,17,1855,1855,0,2110,2142,-32,DL,951,N1612T,JFK,ATL,103,760,18,55,2/17/13 18:00,18,E
750,2013,2,17,1914,1859,15,2129,2145,-16,DL,947,N603DL,LGA,ATL,105,762,18,59,2/17/13 18:00,18,E
791,2013,2,18,1813,1815,-2,2047,2050,-3,DL,926,N304DQ,EWR,ATL,115,746,18,15,2/18/13 18:00,18,E
793,2013,2,18,1854,1855,-1,2121,2142,-21,DL,951,N171DN,JFK,ATL,115,760,18,55,2/18/13 18:00,18,E
794,2013,2,18,1857,1859,-2,2121,2145,-24,DL,947,N666DN,LGA,ATL,115,762,18,59,2/18/13 18:00,18,E
842,2013,2,19,1813,1815,-2,2037,2050,-13,DL,926,N301DQ,EWR,ATL,118,746,18,15,2/19/13 18:00,18,E
843,2013,2,19,1854,1855,-1,2145,2142,3,DL,951,N175DZ,JFK,ATL,118,760,18,55,2/19/13 18:00,18,E
844,2013,2,19,1938,1859,39,2208,2145,23,DL,947,N659DL,LGA,ATL,116,762,18,59,2/19/13 18:00,18,E
889,2013,2,20,1812,1815,-3,2057,2050,7,DL,926,N301DQ,EWR,ATL,116,746,18,15,2/20/13 18:00,18,E
891,2013,2,20,1853,1855,-2,2117,2142,-25,DL,951,N172DN,JFK,ATL,120,760,18,55,2/20/13 18:00,18,E
892,2013,2,20,1903,1859,4,2146,2145,1,DL,947,N665DN,LGA,ATL,120,762,18,59,2/20/13 18:00,18,E
939,2013,2,21,1809,1815,-6,2048,2050,-2,DL,926,N301DQ,EWR,ATL,114,746,18,15,2/21/13 18:00,18,E
940,2013,2,21,1858,1855,3,2122,2142,-20,DL,951,N180DN,JFK,ATL,114,760,18,55,2/21/13 18:00,18,E
941,2013,2,21,1859,1859,0,2128,2145,-17,DL,947,N665DN,LGA,ATL,114,762,18,59,2/21/13 18:00,18,E
988,2013,2,22,1812,1815,-3,2055,2050,5,DL,926,N303DQ,EWR,ATL,131,746,18,15,2/22/13 18:00,18,E
989,2013,2,22,1852,1855,-3,2158,2142,16,DL,951,N180DN,JFK,ATL,133,760,18,55,2/22/13 18:00,18,E
990,2013,2,22,1856,1859,-3,2154,2145,9,DL,947,N617DL,LGA,ATL,130,762,18,59,2/22/13 18:00,18,E
1023,2013,2,23,1859,1859,0,2127,2145,-18,DL,947,N912DE,LGA,ATL,127,762,18,59,2/23/13 18:00,18,E
1028,2013,2,23,2004,1855,69,2316,2141,95,DL,951,N1602,JFK,ATL,132,760,18,55,2/23/13 18:00,18,E
1065,2013,2,24,1808,1815,-7,2034,2050,-16,DL,926,N305DQ,EWR,ATL,111,746,18,15,2/24/13 18:00,18,E
1067,2013,2,24,1854,1855,-1,2130,2142,-12,DL,951,N1607B,JFK,ATL,109,760,18,55,2/24/13 18:00,18,E
1068,2013,2,24,1857,1859,-2,2139,2145,-6,DL,947,N617DL,LGA,ATL,113,762,18,59,2/24/13 18:00,18,E
1115,2013,2,25,1812,1815,-3,2053,2050,3,DL,926,N307DQ,EWR,ATL,119,746,18,15,2/25/13 18:00,18,E
1116,2013,2,25,1853,1855,-2,2137,2142,-5,DL,951,N171DN,JFK,ATL,133,760,18,55,2/25/13 18:00,18,E
1118,2013,2,25,1900,1859,1,2147,2145,2,DL,947,N673DL,LGA,ATL,131,762,18,59,2/25/13 18:00,18,E
1162,2013,2,26,1811,1815,-4,2039,2050,-11,DL,926,N309DE,EWR,ATL,116,746,18,15,2/26/13 18:00,18,E
1164,2013,2,26,1854,1855,-1,2129,2142,-13,DL,951,N1603,JFK,ATL,120,760,18,55,2/26/13 18:00,18,E
1165,2013,2,26,1859,1859,0,2128,2145,-17,DL,947,N661DN,LGA,ATL,121,762,18,59,2/26/13 18:00,18,E
1210,2013,2,27,1816,1815,1,2045,2050,-5,DL,926,N304DQ,EWR,ATL,118,746,18,15,2/27/13 18:00,18,E
1212,2013,2,27,1855,1855,0,2121,2142,-21,DL,951,N1610D,JFK,ATL,122,760,18,55,2/27/13 18:00,18,E
1213,2013,2,27,1924,1859,25,2219,2145,34,DL,947,N685DA,LGA,ATL,115,762,18,59,2/27/13 18:00,18,E
1261,2013,2,28,1812,1815,-3,2026,2050,-24,DL,926,N301DQ,EWR,ATL,112,746,18,15,2/28/13 18:00,18,E
1262,2013,2,28,1859,1859,0,2138,2145,-7,DL,947,N616DL,LGA,ATL,113,762,18,59,2/28/13 18:00,18,E
1264,2013,2,28,1914,1855,19,2133,2142,-9,DL,951,N187DN,JFK,ATL,112,760,18,55,2/28/13 18:00,18,E
46,2013,2,1,1855,1900,-5,2140,2134,6,FL,645,N960AT,LGA,ATL,116,762,19,0,2/1/13 19:00,19,E
47,2013,2,1,1859,1900,-1,2141,2146,-5,DL,947,N695DL,LGA,ATL,113,762,19,0,2/1/13 19:00,19,E
80,2013,2,2,1851,1900,-9,2107,2146,-39,DL,947,N937DL,LGA,ATL,115,762,19,0,2/2/13 19:00,19,E
82,2013,2,2,1900,1900,0,2116,2134,-18,FL,645,N921AT,LGA,ATL,115,762,19,0,2/2/13 19:00,19,E
84,2013,2,2,2024,1940,44,2311,2212,59,EV,4670,N31131,EWR,ATL,113,746,19,40,2/2/13 19:00,19,E
119,2013,2,3,1854,1900,-6,2111,2146,-35,DL,947,N322US,LGA,ATL,109,762,19,0,2/3/13 19:00,19,E
120,2013,2,3,1857,1900,-3,2120,2134,-14,FL,645,N925AT,LGA,ATL,108,762,19,0,2/3/13 19:00,19,E
170,2013,2,4,1856,1900,-4,2129,2146,-17,DL,947,N643DL,LGA,ATL,121,762,19,0,2/4/13 19:00,19,E
171,2013,2,4,1857,1900,-3,2125,2134,-9,FL,645,N932AT,LGA,ATL,123,762,19,0,2/4/13 19:00,19,E
216,2013,2,5,1852,1900,-8,2137,2146,-9,DL,947,N603DL,LGA,ATL,116,762,19,0,2/5/13 19:00,19,E
218,2013,2,5,1926,1900,26,2156,2134,22,FL,645,N929AT,LGA,ATL,122,762,19,0,2/5/13 19:00,19,E
263,2013,2,6,1854,1900,-6,2130,2146,-16,DL,947,N690DL,LGA,ATL,111,762,19,0,2/6/13 19:00,19,E
265,2013,2,6,1905,1900,5,2136,2134,2,FL,645,N932AT,LGA,ATL,112,762,19,0,2/6/13 19:00,19,E
311,2013,2,7,1857,1900,-3,2137,2134,3,FL,645,N961AT,LGA,ATL,129,762,19,0,2/7/13 19:00,19,E
313,2013,2,7,1900,1900,0,2156,2146,10,DL,947,N633DL,LGA,ATL,133,762,19,0,2/7/13 19:00,19,E
345,2013,2,8,NA,1900,NA,NA,2134,NA,FL,645,N939AT,LGA,ATL,NA,762,19,0,2/8/13 19:00,19,E
348,2013,2,8,NA,1900,NA,NA,2146,NA,DL,947,N664DN,LGA,ATL,NA,762,19,0,2/8/13 19:00,19,E
374,2013,2,9,1856,1900,-4,2113,2134,-21,FL,645,N953AT,LGA,ATL,120,762,19,0,2/9/13 19:00,19,E
375,2013,2,9,1928,1900,28,2144,2146,-2,DL,947,N976DL,LGA,ATL,110,762,19,0,2/9/13 19:00,19,E
376,2013,2,9,1936,1940,-4,2139,2212,-33,EV,4670,N14177,EWR,ATL,108,746,19,40,2/9/13 19:00,19,E
434,2013,2,10,1858,1900,-2,2132,2146,-14,DL,947,N615DL,LGA,ATL,122,762,19,0,2/10/13 19:00,19,E
437,2013,2,10,2009,1900,69,2244,2134,70,FL,645,N943AT,LGA,ATL,118,762,19,0,2/10/13 19:00,19,E
481,2013,2,11,1855,1900,-5,2136,2146,-10,DL,947,N6706Q,LGA,ATL,130,762,19,0,2/11/13 19:00,19,E
483,2013,2,11,1909,1900,9,2156,2134,22,FL,645,N997AT,LGA,ATL,134,762,19,0,2/11/13 19:00,19,E
532,2013,2,12,1858,1900,-2,2135,2134,1,FL,645,N954AT,LGA,ATL,139,762,19,0,2/12/13 19:00,19,E
533,2013,2,12,1858,1900,-2,2140,2146,-6,DL,947,N692DL,LGA,ATL,132,762,19,0,2/12/13 19:00,19,E
577,2013,2,13,1850,1900,-10,2129,2134,-5,FL,645,N987AT,LGA,ATL,133,762,19,0,2/13/13 19:00,19,E
579,2013,2,13,1856,1900,-4,2143,2146,-3,DL,947,N667DN,LGA,ATL,123,762,19,0,2/13/13 19:00,19,E
626,2013,2,14,1854,1900,-6,2143,2146,-3,DL,947,N646DL,LGA,ATL,123,762,19,0,2/14/13 19:00,19,E
628,2013,2,14,1900,1900,0,2134,2133,1,FL,645,N945AT,LGA,ATL,122,762,19,0,2/14/13 19:00,19,E
674,2013,2,15,1855,1900,-5,2127,2133,-6,FL,645,N951AT,LGA,ATL,127,762,19,0,2/15/13 19:00,19,E
712,2013,2,16,1854,1900,-6,2107,2133,-26,FL,645,N979AT,LGA,ATL,111,762,19,0,2/16/13 19:00,19,E
714,2013,2,16,1940,1936,4,2153,2206,-13,EV,4147,N23139,EWR,ATL,113,746,19,36,2/16/13 19:00,19,E
749,2013,2,17,1911,1900,11,2120,2133,-13,FL,645,N891AT,LGA,ATL,107,762,19,0,2/17/13 19:00,19,E
795,2013,2,18,1904,1900,4,2131,2133,-2,FL,645,N951AT,LGA,ATL,114,762,19,0,2/18/13 19:00,19,E
845,2013,2,19,1946,1900,46,2209,2133,36,FL,645,N980AT,LGA,ATL,122,762,19,0,2/19/13 19:00,19,E
893,2013,2,20,1930,1900,30,2145,2133,12,FL,645,N952AT,LGA,ATL,119,762,19,0,2/20/13 19:00,19,E
942,2013,2,21,1912,1900,12,2143,2133,10,FL,645,N717JL,LGA,ATL,117,762,19,0,2/21/13 19:00,19,E
991,2013,2,22,1900,1900,0,2150,2133,17,FL,645,N934AT,LGA,ATL,133,762,19,0,2/22/13 19:00,19,E
1024,2013,2,23,1915,1900,15,2149,2133,16,FL,645,N998AT,LGA,ATL,134,762,19,0,2/23/13 19:00,19,E
1026,2013,2,23,1931,1936,-5,2210,2206,4,EV,4147,N12172,EWR,ATL,137,746,19,36,2/23/13 19:00,19,E
1066,2013,2,24,1851,1900,-9,2118,2133,-15,FL,645,N997AT,LGA,ATL,114,762,19,0,2/24/13 19:00,19,E
1117,2013,2,25,1854,1900,-6,2147,2133,14,FL,645,N981AT,LGA,ATL,146,762,19,0,2/25/13 19:00,19,E
1166,2013,2,26,1900,1900,0,2135,2133,2,FL,645,N927AT,LGA,ATL,123,762,19,0,2/26/13 19:00,19,E
1214,2013,2,27,1949,1900,49,2207,2133,34,FL,645,N997AT,LGA,ATL,119,762,19,0,2/27/13 19:00,19,E
1263,2013,2,28,1900,1900,0,2135,2133,2,FL,645,N929AT,LGA,ATL,113,762,19,0,2/28/13 19:00,19,E
48,2013,2,1,1954,2000,-6,2233,2243,-10,DL,1147,N398DA,LGA,ATL,112,762,20,0,2/1/13 20:00,20,E
49,2013,2,1,2016,2020,-4,2254,2245,9,MQ,4662,N523MQ,LGA,ATL,110,762,20,20,2/1/13 20:00,20,E
83,2013,2,2,1952,2000,-8,2158,2235,-37,MQ,4662,N505MQ,LGA,ATL,112,762,20,0,2/2/13 20:00,20,E
121,2013,2,3,1951,2000,-9,2202,2243,-41,DL,1147,N643DL,LGA,ATL,100,762,20,0,2/3/13 20:00,20,E
122,2013,2,3,2050,2020,30,2255,2245,10,MQ,4662,N514MQ,LGA,ATL,103,762,20,20,2/3/13 20:00,20,E
172,2013,2,4,1958,2000,-2,2225,2243,-18,DL,1147,N3754A,LGA,ATL,121,762,20,0,2/4/13 20:00,20,E
173,2013,2,4,2019,2020,-1,2233,2245,-12,MQ,4662,N8EGMQ,LGA,ATL,116,762,20,20,2/4/13 20:00,20,E
219,2013,2,5,1955,2000,-5,2239,2243,-4,DL,1147,N383DN,LGA,ATL,117,762,20,0,2/5/13 20:00,20,E
220,2013,2,5,2016,2020,-4,2252,2245,7,MQ,4662,N532MQ,LGA,ATL,114,762,20,20,2/5/13 20:00,20,E
266,2013,2,6,1954,2000,-6,2243,2243,0,DL,1147,N3760C,LGA,ATL,112,762,20,0,2/6/13 20:00,20,E
267,2013,2,6,2126,2020,66,2347,2245,62,MQ,4662,N546MQ,LGA,ATL,118,762,20,20,2/6/13 20:00,20,E
314,2013,2,7,1956,2000,-4,2244,2243,1,DL,1147,N387DA,LGA,ATL,119,762,20,0,2/7/13 20:00,20,E
315,2013,2,7,2017,2020,-3,2300,2245,15,MQ,4662,N508MQ,LGA,ATL,116,762,20,20,2/7/13 20:00,20,E
354,2013,2,8,NA,2000,NA,NA,2243,NA,DL,1147,N3772H,LGA,ATL,NA,762,20,0,2/8/13 20:00,20,E
363,2013,2,8,NA,2020,NA,NA,2245,NA,MQ,4662,N525MQ,LGA,ATL,NA,762,20,20,2/8/13 20:00,20,E
378,2013,2,9,1950,2000,-10,2214,2235,-21,MQ,4662,N518MQ,LGA,ATL,112,762,20,0,2/9/13 20:00,20,E
436,2013,2,10,1955,2000,-5,2234,2243,-9,DL,1147,N662DN,LGA,ATL,118,762,20,0,2/10/13 20:00,20,E
438,2013,2,10,2035,2020,15,2254,2245,9,MQ,4662,N506MQ,LGA,ATL,119,762,20,20,2/10/13 20:00,20,E
485,2013,2,11,2015,2020,-5,2237,2245,-8,MQ,4662,N506MQ,LGA,ATL,124,762,20,20,2/11/13 20:00,20,E
486,2013,2,11,2040,2000,40,2303,2243,20,DL,1147,N906DE,LGA,ATL,125,762,20,0,2/11/13 20:00,20,E
534,2013,2,12,2015,2020,-5,2248,2245,3,MQ,4662,N542MQ,LGA,ATL,128,762,20,20,2/12/13 20:00,20,E
535,2013,2,12,2024,2000,24,2257,2243,14,DL,1147,N376DA,LGA,ATL,131,762,20,0,2/12/13 20:00,20,E
580,2013,2,13,1953,2000,-7,2237,2243,-6,DL,1147,N3757D,LGA,ATL,125,762,20,0,2/13/13 20:00,20,E
581,2013,2,13,2016,2020,-4,2256,2245,11,MQ,4662,N500MQ,LGA,ATL,125,762,20,20,2/13/13 20:00,20,E
629,2013,2,14,2009,2000,9,2250,2243,7,DL,1147,N627DL,LGA,ATL,118,762,20,0,2/14/13 20:00,20,E
630,2013,2,14,2010,2020,-10,2244,2245,-1,MQ,4662,N530MQ,LGA,ATL,119,762,20,20,2/14/13 20:00,20,E
677,2013,2,15,1955,2000,-5,2232,2243,-11,DL,1147,N612DL,LGA,ATL,118,762,20,0,2/15/13 20:00,20,E
678,2013,2,15,2012,2020,-8,2243,2245,-2,MQ,4662,N0EGMQ,LGA,ATL,123,762,20,20,2/15/13 20:00,20,E
715,2013,2,16,2011,2000,11,2216,2235,-19,MQ,4662,N512MQ,LGA,ATL,110,762,20,0,2/16/13 20:00,20,E
751,2013,2,17,2019,2020,-1,2228,2245,-17,MQ,4662,N539MQ,LGA,ATL,105,762,20,20,2/17/13 20:00,20,E
797,2013,2,18,1958,2000,-2,2228,2243,-15,DL,1147,N676DL,LGA,ATL,110,762,20,0,2/18/13 20:00,20,E
798,2013,2,18,2015,2020,-5,2233,2245,-12,MQ,4662,N516MQ,LGA,ATL,113,762,20,20,2/18/13 20:00,20,E
846,2013,2,19,1957,2000,-3,2237,2243,-6,DL,1147,N641DL,LGA,ATL,115,762,20,0,2/19/13 20:00,20,E
847,2013,2,19,2022,2020,2,2250,2245,5,MQ,4662,N514MQ,LGA,ATL,117,762,20,20,2/19/13 20:00,20,E
894,2013,2,20,1957,2000,-3,2224,2243,-19,DL,1147,N660DL,LGA,ATL,112,762,20,0,2/20/13 20:00,20,E
895,2013,2,20,2019,2020,-1,2245,2245,0,MQ,4662,N5PBMQ,LGA,ATL,114,762,20,20,2/20/13 20:00,20,E
943,2013,2,21,2001,2000,1,2244,2243,1,DL,1147,N618DL,LGA,ATL,115,762,20,0,2/21/13 20:00,20,E
944,2013,2,21,2017,2020,-3,2252,2245,7,MQ,4662,N527MQ,LGA,ATL,111,762,20,20,2/21/13 20:00,20,E
992,2013,2,22,1955,2000,-5,2216,2243,-27,DL,1147,N665DN,LGA,ATL,117,762,20,0,2/22/13 20:00,20,E
993,2013,2,22,2018,2020,-2,2302,2245,17,MQ,4662,N519MQ,LGA,ATL,129,762,20,20,2/22/13 20:00,20,E
1027,2013,2,23,1951,2000,-9,2226,2235,-9,MQ,4662,N509MQ,LGA,ATL,142,762,20,0,2/23/13 20:00,20,E
1070,2013,2,24,1955,2000,-5,2247,2243,4,DL,1147,N637DL,LGA,ATL,112,762,20,0,2/24/13 20:00,20,E
1071,2013,2,24,2018,2020,-2,2305,2245,20,MQ,4662,N1EAMQ,LGA,ATL,110,762,20,20,2/24/13 20:00,20,E
1119,2013,2,25,2000,2000,0,2309,2243,26,DL,1147,N6700,LGA,ATL,132,762,20,0,2/25/13 20:00,20,E
1120,2013,2,25,2012,2020,-8,2253,2245,8,MQ,4662,N542MQ,LGA,ATL,114,762,20,20,2/25/13 20:00,20,E
1168,2013,2,26,1956,2000,-4,2240,2243,-3,DL,1147,N6716C,LGA,ATL,119,762,20,0,2/26/13 20:00,20,E
